Raw counts of sequencing reads (TPM)																
		Sample name														
		Donor1_M0	Donor1_M1	Donor1_M2IL10	Donor1_M2IL4	Donor1_TAMlike	Donor2_M0	Donor2_M1	Donor2_M2IL10	Donor2_M2IL4	Donor2_TAMlike	Donor3_M0	Donor3_M1	Donor3_M2IL10	Donor3_M2IL4	Donor3_TAMlike
		Sample number														
		Sp1_M0	Sp1_M1	Sp1_M2IL10	Sp1_M2IL4	Sp1_TAMlike	Sp2_M0	Sp2_M1	Sp2_M2IL10	Sp2_M2IL4	Sp2_TAMlike	Sp3_M0	Sp3_M1	Sp3_M2IL10	Sp3_M2IL4	Sp3_TAMlike
ID	symbol															
ENSG00000200986		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200987	SNORD115-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200991		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200997		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200998		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200999		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201000	RN5S516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201003		0	0	0	6.7	0	5.86	0	0	0	5.7	3.71	0	0	0	0
ENSG00000201006		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201009		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201010		0	0	0	0	0.27	0	0.1	0	0.66	0	0	0.29	0	0.49	0.26
ENSG00000201012		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201013		0	0	0	0	5.44	0	0	0	0	0	0	0	0	0	0
ENSG00000201014	RN5S232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201015		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201016		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201021		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201023		22.47	10.39	0	0	27.22	0	17	7.16	0	8.9	4.64	28.29	10.21	8.03	18.06
ENSG00000201025		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201026		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201027		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201028		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201031		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201032		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201033		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201034		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201035	RN5S469	0	0	0	0	0	0	0	0	13.79	0	0	0	0	0	0
ENSG00000201036		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201041	RN5S242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201042		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201044		0	5.19	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201047		0	0	0	0	0	0	0	0	0	0	0	4.71	0	4.01	0
ENSG00000201048		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201050		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201059	RN5S336	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0
ENSG00000201065		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201066		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201070		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201071		0	0	10.31	0	0	0	8.5	0	0	0	0	0	3.4	0	0
ENSG00000201074		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201075		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201076		0	0	4.12	0	0	0	0	0	0	0	0	0	0	6.42	0
ENSG00000201077		0	0	0	0	0	0	0	0	0	0	0	9.43	0	0	4.51
ENSG00000201078		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201084		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201085		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201086	RN5S394	8.99	4.15	0	3.35	0	2.93	0	0	0	5.7	0	0	0	0	10.83
ENSG00000201088		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201095		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201096	RN5S387	0	0	0	4.19	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201097		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201098	RNY1	41.2	0	0	0	10.89	3.66	0	0	0	0	0	4.71	3.71	0	1.38
ENSG00000201102		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201104		0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201109	RN5S245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201113		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201114		0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0
ENSG00000201118		3.75	0	0	0	0	10.98	0	7.16	0	0	0	0	3.4	0	0
ENSG00000201119		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201121		0	0	0	0	0	3.66	0	0	0	0	0	0	0	4.01	0
ENSG00000201129		0	4.15	0	0	0	0	0	0	0	0	0	0	2.72	3.21	7.12
ENSG00000201133		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201134		0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0
ENSG00000201135		0	0	0	0	0	0	0	0	0	0	0	4.71	0	0	0
ENSG00000201136		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201140		0.27	0	0	0	0.4	0	0	0	0	0	0	0	0.49	0	0
ENSG00000201142		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201143	SNORD115-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201145	RN5S175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201148	RN5S42	0	0	0	0	0	10.98	0	0	0	3.56	0	0	0	0	4.51
ENSG00000201151		4.99	6.92	6.87	5.58	7.26	4.88	28.33	0	0	4.75	12.38	12.57	0	10.7	6.02
ENSG00000201153		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201155	RNU1-24P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201157		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201160		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201161	RN7SKP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201162		0	0	0	0	0	0	0	0	0	17.8	0	0	1.7	0	0
ENSG00000201164		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201165		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201168	RN5S368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201170		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201176		0	5.19	0	0	5.44	0	0	0	0	0	4.64	0	0	8.03	0
ENSG00000201178		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201179		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201180		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201182		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201183		0	0	0	0	0	4.88	2.83	0	0	0	0	12.57	0	0	12.04
ENSG00000201184		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201185	RN5S202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201186		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201196		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201198		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201201		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201207		11.24	25.96	20.62	8.38	54.45	18.3	42.5	7.16	34.47	39.16	23.21	75.44	20.41	12.04	22.57
ENSG00000201208		3.75	0	0	4.19	5.44	0	4.25	0	0	0	0	0	0	4.01	0
ENSG00000201209		0	0	0	0	0	4.88	0	0	0	0	0	0	0	5.35	0
ENSG00000201210	RN5S139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201216		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201217		18.73	57.12	36.09	20.94	59.89	47.59	110.49	57.25	34.47	60.53	74.27	51.86	47.63	24.09	22.57
ENSG00000201218		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201221		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201223		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201228		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201229		3	0	4.12	0	0	0	0	0	0	0	0	3.77	0	6.42	0
ENSG00000201231		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201239		0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0
ENSG00000201240	SNORD114-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201241		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201242	RNY1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201243		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201245		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201247	SNORD114-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201253	RNU4-10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201255		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201260		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201263	SNORD114-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201264		0	6.92	0	0	7.26	14.64	5.67	0	0	14.24	0	0	0	0	0
ENSG00000201270		0	0	0	0	0	0	0	0	0	2.76	0	0	0	0	0
ENSG00000201271		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201274	RN5S192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201277		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201279		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201282		0.34	0	0	0	2.72	0	0.38	0.65	2.76	0	0	0.85	0.31	0	0
ENSG00000201285		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201287		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201288		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201289		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201291		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201292		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201294		0	10.39	0	0	5.44	3.66	0	0	6.89	2.18	0	0	0	0	0
ENSG00000201296		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201297		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201298		0	0	0	0	0	0	8.5	0	0	3.56	0	0	0	4.01	0
ENSG00000201300	SNORD115-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201301	RN5S130	0	0	0	2.29	0	0.77	0	0	0	0	0	0	0	0.84	0
ENSG00000201302	SNORA65	20.98	49.85	12.37	13.4	26.13	20.5	40.8	11.45	11.03	39.88	22.28	22.63	8.17	35.32	14.45
ENSG00000201308		0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201309		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201311		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201312	RN5S72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201314		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201315		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201316		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201317		0	5.19	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201318	SNORD114-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201321	RN5S9	15.8	0	0	0	4.36	0	0	0	0	0	0	0	0	0	0
ENSG00000201324		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201325	RN5S142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201326	SNORD115-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201329		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201330	SNORD32B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201331	SNORD115-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201339		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201340		0	0	0	0	0	0	0	0	0	0	0	9.43	0	4.01	0
ENSG00000201341		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201342		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201343		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201346		0	0	0	1.52	5.94	0	0	0	0	0	0	0	0	1.46	0
ENSG00000201347	RN5S69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201348	RNU105B	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21	0
ENSG00000201351		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201354		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201355	RN5S14	48.25	0.78	0.52	0	13.88	1.1	2.64	0.72	1.03	4.42	0.86	2.76	0.85	5.02	2.69
ENSG00000201356	RN5S500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201358		0.19	0.31	0.84	0.44	0	0	0.72	0.44	0	0.21	0.27	1.15	0.4	0.85	0.88
ENSG00000201361	RN5S433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201363		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201364		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201365		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201367		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201368		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201370		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201371		3.75	0	0	0	0	0	0	0	0	0	0	9.43	0	0	0
ENSG00000201372		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201376		0	0	0	0	4.36	0	3.4	0	0	0	0	0	0	3.21	0
ENSG00000201377	RNY4P23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51
ENSG00000201379		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201382		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201384		0	0	0	0	0	0	0	0	0	10.68	0	0	0	0	0
ENSG00000201386		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201388		3	0	0	0	8.71	0	0	0	11.03	2.85	0	0	0	3.21	0
ENSG00000201390		0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0
ENSG00000201392		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201393		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201394	RN5S140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201395		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201398		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201403	SNORD14B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201405		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201407		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201410		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201412		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201413	RN5S141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201415	RN5S204	0	0	0	0	0	0	0	0	0	7.12	0	0	0	0	0
ENSG00000201420	RN5S512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201421		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201423		0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0
ENSG00000201426		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201428		0.33	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0
ENSG00000201431		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201432		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201433		0	0	5.16	0	5.44	0	0	0	0	0	0	4.71	0	0	0
ENSG00000201435		0	0	0	3.35	0	0	0	0	0	0	0	7.54	0	0	3.61
ENSG00000201436		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201439		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201440	RN5S515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201441		0	0	0	4.19	10.89	3.66	0	0	0	0	0	14.14	3.4	0	0
ENSG00000201442		0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0
ENSG00000201443		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201444		0	0	0	0	5.44	25.62	0	0	20.68	3.56	9.28	9.43	10.21	16.06	18.06
ENSG00000201447	RN5S509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201448		0	4.15	0	3.35	0	2.93	0	0	0	2.85	7.43	7.54	0	3.21	0
ENSG00000201451		3.75	5.19	15.47	16.75	32.67	3.66	4.25	0	0	28.48	4.64	0	20.41	8.03	13.54
ENSG00000201452		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201457	SNORA55	0	4.15	12.37	10.05	13.07	5.86	0	0	11.03	11.39	14.85	0	10.89	16.06	7.22
ENSG00000201458	RNU4-4P	0	0	0	0	0	0	0	0	0	0	0	0	2.88	0	0
ENSG00000201464		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201465		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201466		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201467		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201469	RN5S379	7.49	0	0	4.19	0	0	0	0	0	0	0	4.71	0	0	4.51
ENSG00000201470	RNY4P7	0	0	0	0	0	0	0	0	0	0	9.28	0	0	0	0
ENSG00000201474		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201476	RN5S353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201482	SNORD115-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201483		0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0
ENSG00000201487	SNORD45B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201489		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201491		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201492	RN5S78	33.71	0	0	0	0	14.64	8.5	7.16	6.89	14.24	13.92	0	0	0	9.03
ENSG00000201493		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201496		1.13	0.39	2.33	0.32	0.4	0	0	1.62	0.5	0.26	0	0	1.26	0	0
ENSG00000201498		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201499		11.24	25.96	5.16	12.56	27.22	7.32	17	28.63	13.79	14.24	32.49	14.14	23.82	32.11	4.51
ENSG00000201500		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201501		0	0	0	0	0	0	4.25	0	0	0	0	0	0	0	0
ENSG00000201502		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201510		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201511		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201512	SNORA71C	0	8.31	4.12	6.7	4.36	0	10.2	0	0	2.85	7.43	0	5.44	9.63	18.06
ENSG00000201516		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201517		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201518	RN5S513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201519		0	0	0	0	16.33	0	0	0	0	0	0	0	0	0	0
ENSG00000201523	RN5S205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201524		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201527	RN5S478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201529		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201532	RN5S194	0	0	5.16	0	0	0	0	0	0	0	4.64	0	0	0	4.51
ENSG00000201533		0.25	0	0	0.28	0	0.54	0	0	0	0	0.98	0	0	0.3	0
ENSG00000201535		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201541		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201542		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201544	SNORA16B	5.99	8.31	4.12	20.1	17.42	14.64	3.4	17.18	16.55	14.24	18.57	18.86	13.61	35.32	10.83
ENSG00000201545		3	0	0	0	0	0	0	0	0	8.54	0	0	0	0	10.83
ENSG00000201547		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201548		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201549		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201550		3.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201554		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201555		7.49	20.77	5.16	4.19	5.44	0	0	0	0	0	0	0	6.8	4.01	0
ENSG00000201557	SNORD114-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201558		0	0	0	0	0	0	0	0	0	0	0	0	4.54	0	0
ENSG00000201560		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201563		0	5.19	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201564		0	0	0	0	0	0	0	0	0	0.43	0	0	0	0.24	0.27
ENSG00000201565		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201566		0	0	0	0	0	3.66	0	0	0	0	0	9.43	3.4	0	0
ENSG00000201567	RN5S510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201569	SNORD114-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201570		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201573		0	0	0	0	0	0	12.75	0	13.79	7.12	9.28	4.71	0	0	0
ENSG00000201574		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201579		0	5.19	0	0	0	0	0	0	0	3.56	0	9.43	0	0	4.51
ENSG00000201581		0	0.29	0	0	0	0	0.74	0.41	0	0.21	0	1.37	0.2	0.23	0.79
ENSG00000201583		0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201584		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201586		0	0	0	8.38	0	0	4.25	0	0	0	0	0	0	0	0
ENSG00000201588	RN5S2	48.25	0.78	0.52	0	13.88	1.1	2.64	0.72	1.03	4.42	0.86	2.76	0.85	5.02	2.69
ENSG00000201591		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201592		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201594	RN5S517	0	0	0	0	16.33	0	0	0	0	0	0	0	0.99	0	4.51
ENSG00000201595	RN5S132	0	0	5.16	4.19	0	0	0	7.16	0	0	0	0	0	0	0
ENSG00000201596		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201598		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201600		0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
ENSG00000201602		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201604		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201607		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201608		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201609		0	0	0	0	0	0	3.4	0	0	0	0	0	0	3.21	0
ENSG00000201610	RN5S84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201612		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201613		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201616		0	0	0	0	7.26	0	5.67	0	0	0	3.09	6.29	0	2.68	0
ENSG00000201618	RN5S505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201619		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201620	RN5S51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201622		0	0	0	0	0	3.66	0	0	0	0	0	0	0	0	0
ENSG00000201623		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201624		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201627		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201628	RNU4-7P	0	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0
ENSG00000201633		0	0	0	0	0	0	0	7.16	0	0	9.28	0	3.4	0	0
ENSG00000201634	SNORD115-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201635		0	0	0	0	0	0	0	0	0	0	9.28	0	0	0	0
ENSG00000201638	RNY4P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201640		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201641		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201642		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201643	SNORA14A	5.99	0	0	0	0	0	0	0	0	0	0	0	0	6.42	0
ENSG00000201644		3.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201648		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201649		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
